case,gen,target_latency,llm_latency,file
28,0,7.304458236694336,7.2623513984680175,/data/home/wuqidie/projects/draw_circule_latency_bylog/all_log_files/case28-gen0.log
28,1,7.304458236694336,7.2623513984680175,/data/home/wuqidie/projects/draw_circule_latency_bylog/all_log_files/case28-gen1.log
28,2,7.304458236694336,7.2623513984680175,/data/home/wuqidie/projects/draw_circule_latency_bylog/all_log_files/case28-gen2.log
28,3,7.304458236694336,7.2623513984680175,/data/home/wuqidie/projects/draw_circule_latency_bylog/all_log_files/case28-gen3.log
29,sakana,7.614791631698608,8.862986106872558,/data/home/wuqidie/projects/draw_circule_latency_bylog/sakana_summary.log
29,0,7.626301441192627,7.2506367874145505,/data/home/wuqidie/projects/draw_circule_latency_bylog/all_log_files/case29-gen0.log
29,1,7.620259809494018,7.244247026443482,/data/home/wuqidie/projects/draw_circule_latency_bylog/all_log_files/case29-gen1.log
29,2,7.620362205505371,7.218503723144531,/data/home/wuqidie/projects/draw_circule_latency_bylog/all_log_files/case29-gen2.log
29,3,7.620362205505371,7.218503723144531,/data/home/wuqidie/projects/draw_circule_latency_bylog/all_log_files/case29-gen3.log
30,sakana,25.46128902435303,8.638238849639892,/data/home/wuqidie/projects/draw_circule_latency_bylog/sakana_summary.log
30,0,25.44021499633789,7.233331203460693,/data/home/wuqidie/projects/draw_circule_latency_bylog/all_log_files/case30-gen0.log
30,1,25.441238975524904,7.232061452865601,/data/home/wuqidie/projects/draw_circule_latency_bylog/all_log_files/case30-gen1.log
30,2,25.439231986999513,7.235645389556884,/data/home/wuqidie/projects/draw_circule_latency_bylog/all_log_files/case30-gen2.log
30,3,25.439231986999513,7.235645389556884,/data/home/wuqidie/projects/draw_circule_latency_bylog/all_log_files/case30-gen3.log
31,sakana,7.31416579246521,7.303024616241455,/data/home/wuqidie/projects/draw_circule_latency_bylog/sakana_summary.log
31,0,7.297679347991943,7.247933444976806,/data/home/wuqidie/projects/draw_circule_latency_bylog/all_log_files/case31-gen0.log
31,1,7.298396167755127,7.2467865371704105,/data/home/wuqidie/projects/draw_circule_latency_bylog/all_log_files/case31-gen1.log
31,2,7.298170881271362,7.234252767562866,/data/home/wuqidie/projects/draw_circule_latency_bylog/all_log_files/case31-gen2.log
31,3,7.298170881271362,7.234252767562866,/data/home/wuqidie/projects/draw_circule_latency_bylog/all_log_files/case31-gen3.log
32,sakana,7.3240166187286375,8.286597175598144,/data/home/wuqidie/projects/draw_circule_latency_bylog/sakana_summary.log
32,0,7.320678415298462,7.267286996841431,/data/home/wuqidie/projects/draw_circule_latency_bylog/all_log_files/case32-gen0.log
32,1,7.310356492996216,7.247892456054688,/data/home/wuqidie/projects/draw_circule_latency_bylog/all_log_files/case32-gen1.log
32,2,7.307591686248779,7.236771783828735,/data/home/wuqidie/projects/draw_circule_latency_bylog/all_log_files/case32-gen2.log
32,3,7.307591686248779,7.236771783828735,/data/home/wuqidie/projects/draw_circule_latency_bylog/all_log_files/case32-gen3.log
34,sakana,17.00915195465088,13.194915885925292,/data/home/wuqidie/projects/draw_circule_latency_bylog/sakana_summary.log
34,0,17.008250694274903,13.022597122192384,/data/home/wuqidie/projects/draw_circule_latency_bylog/all_log_files/case34-gen0.log
34,1,17.023180885314943,12.721336288452148,/data/home/wuqidie/projects/draw_circule_latency_bylog/all_log_files/case34-gen1.log
34,2,17.01206008911133,12.712857551574707,/data/home/wuqidie/projects/draw_circule_latency_bylog/all_log_files/case34-gen2.log
34,3,17.01206008911133,12.712857551574707,/data/home/wuqidie/projects/draw_circule_latency_bylog/all_log_files/case34-gen3.log
35,sakana,17.448038482666014,23.560376319885254,/data/home/wuqidie/projects/draw_circule_latency_bylog/sakana_summary.log
35,0,17.456640090942383,13.07019260406494,/data/home/wuqidie/projects/draw_circule_latency_bylog/all_log_files/case35-gen0.log
35,1,17.45848316192627,12.949667854309082,/data/home/wuqidie/projects/draw_circule_latency_bylog/all_log_files/case35-gen1.log
35,2,17.45301498413086,12.907315158843994,/data/home/wuqidie/projects/draw_circule_latency_bylog/all_log_files/case35-gen2.log
35,3,17.45301498413086,12.907315158843994,/data/home/wuqidie/projects/draw_circule_latency_bylog/all_log_files/case35-gen3.log
36,sakana,23.173058586120604,9.42796796798706,/data/home/wuqidie/projects/draw_circule_latency_bylog/sakana_summary.log
36,0,23.188295783996583,9.407119331359864,/data/home/wuqidie/projects/draw_circule_latency_bylog/all_log_files/case36-gen0.log
36,1,23.194521827697756,9.01640193939209,/data/home/wuqidie/projects/draw_circule_latency_bylog/all_log_files/case36-gen1.log
36,2,23.17316093444824,9.01052417755127,/data/home/wuqidie/projects/draw_circule_latency_bylog/all_log_files/case36-gen2.log
36,3,23.17316093444824,9.01052417755127,/data/home/wuqidie/projects/draw_circule_latency_bylog/all_log_files/case36-gen3.log
